Product Name,Store,Min Price,Weight_g,Price per Gram,Category,usda_match,match_confidence,Energy (kcal),Protein (g),Healthy Fats (g),Unhealthy Fats (g),"Carbohydrate, by difference (g)","Fiber, total dietary (g)","Calcium, Ca (mg)","Iron, Fe (mg)","Potassium, K (mg)","Sodium, Na (mg)",Vitamin C (mg),"Vitamin A, RAE (µg)",Vitamin D (D2 + D3) (µg),"Sugars, Total (g)",Cholesterol (mg)
"Coffee Mate French Vanilla, Sugar Free",Foodland,6.99,900.74,0.00776028,Milk & Cream,"Beverages, KRAFT, coffee, instant, French Vanilla Cafe",78.9,481.0,2.5,0.0,4.6,74.6,1.4,12.0,0.33,546.0,399.0,0.0,,,54.3,0.0
Coffee Mate Hazelnut Liquid Coffee Creamer,Foodland,6.99,900.74,0.00776028,Milk & Cream,"Coffee creamer, liquid",100.0,136.0,1.0,7.577,1.94,11.4,0.0,9.0,0.03,191.0,67.0,0.0,1.0,0.0,11.4,0.0
"Coffee Mate Hazelnut Liquid Creamer, Sugar Free",Foodland,6.99,900.74,0.00776028,Milk & Cream,"Coffee creamer, liquid",100.0,136.0,1.0,7.577,1.94,11.4,0.0,9.0,0.03,191.0,67.0,0.0,1.0,0.0,11.4,0.0
Coffee Mate Italian Sweet Creme Liquid Creamer,Foodland,9.99,1770.07,0.00564384,Milk & Cream,"Coffee creamer, liquid",100.0,136.0,1.0,7.577,1.94,11.4,0.0,9.0,0.03,191.0,67.0,0.0,1.0,0.0,11.4,0.0
"Coffee Mate Liquid Coffee Creamer, Hazelnut",Foodland,9.99,1770.07,0.00564384,Milk & Cream,"Coffee creamer, liquid",100.0,136.0,1.0,7.577,1.94,11.4,0.0,9.0,0.03,191.0,67.0,0.0,1.0,0.0,11.4,0.0
Coffee Mate Natural Bliss Sweet Cream Coffee Creamer,Foodland,5.39,449.42,0.01199316,Milk & Cream,"Coffee creamer, NFS",87.5,136.0,1.0,7.577,1.94,11.4,0.0,9.0,0.03,191.0,67.0,0.0,1.0,0.0,11.4,0.0
Coffee Mate Natural Bliss Vanilla Liquid Creamer,Foodland,5.39,449.42,0.01199316,Milk & Cream,"Coffee creamer, liquid",100.0,136.0,1.0,7.577,1.94,11.4,0.0,9.0,0.03,191.0,67.0,0.0,1.0,0.0,11.4,0.0
Coffee Mate Original Liquid Coffee Creamer,Foodland,9.99,1770.07,0.00564384,Milk & Cream,"Coffee creamer, liquid",100.0,136.0,1.0,7.577,1.94,11.4,0.0,9.0,0.03,191.0,67.0,0.0,1.0,0.0,11.4,0.0
Coffee Mate Peppermint Mocha Cream,Foodland,6.99,900.74,0.00776028,Milk & Cream,"Coffee, Cafe Mocha",82.8,64.0,2.56,0.361,0.855,10.2,0.0,96.0,0.02,149.0,46.0,0.2,63.0,0.8,9.3,6.0
Coffee Mate Sugar Free French Vanilla,Foodland,9.99,1770.07,0.00564384,Milk & Cream,"Beverages, KRAFT, coffee, instant, French Vanilla Cafe",74.1,481.0,2.5,0.0,4.6,74.6,1.4,12.0,0.33,546.0,399.0,0.0,,,54.3,0.0
Coffee Mate Sugar Free Italian Sweet Creme Coffee Creamer,Foodland,6.99,900.74,0.00776028,Milk & Cream,"Coffee creamer, NFS",87.5,136.0,1.0,7.577,1.94,11.4,0.0,9.0,0.03,191.0,67.0,0.0,1.0,0.0,11.4,0.0
Coffee Mate Sweet Italian Liquid Creamer,Foodland,6.99,900.74,0.00776028,Milk & Cream,"Coffee creamer, liquid",100.0,136.0,1.0,7.577,1.94,11.4,0.0,9.0,0.03,191.0,67.0,0.0,1.0,0.0,11.4,0.0
Dairygold Heavy Whipping Cream,Foodland,14.99,904.17,0.01657878,Milk & Cream,"Cream, heavy",100.0,,2.02,7.34,20.4,3.8,,61.2,0.0,96.9,20.6,,,,,103.0
Darigold 1% Strawberry Milk,Foodland,3.19,393.2,0.00811302,Milk & Cream,"Strawberry milk, whole",100.0,86.0,3.03,0.736,1.72,11.8,0.0,114.0,0.03,139.0,38.0,0.0,30.0,1.0,11.7,11.0
Darigold 2% Reduced Fat Milk,Foodland,5.89,927.66,0.00634932,Milk & Cream,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",100.0,50.0,3.36,0.458,1.1800000000000002,4.9,,126.0,0.0,159.0,39.0,,83.0,1.13,,8.0
Darigold 36% Heavy Whipping Cream,Foodland,8.79,453.08,0.01940069,Milk & Cream,"Cream, heavy",100.0,,2.02,7.34,20.4,3.8,,61.2,0.0,96.9,20.6,,,,,103.0
Darigold Chocolate Protein Shake,Foodland,4.69,402.91,0.01164042,Milk & Cream,"Milk shake, bottled, chocolate",78.9,150.0,3.7,2.158,4.04,20.4,1.6,115.0,0.73,193.0,80.0,0.0,89.0,0.0,13.4,23.0
Darigold Fit Milk 2%,Foodland,3.69,402.34,0.00917124,Milk & Cream,"Yogurt, Greek, fruit, whole milk",77.8,106.0,7.33,1.479,1.6,12.3,0.0,100.0,0.0,113.0,37.0,0.0,46.0,0.0,12.0,10.0
Darigold Fit Milk Chocolate,Foodland,3.69,402.34,0.00917124,Milk & Cream,"Granola bar, soft, milk chocolate coated, peanut butter",94.4,536.0,9.6,8.469999999999999,17.1,54.1,3.8,108.0,1.45,339.0,193.0,0.6,8.0,0.0,23.6,12.0
Darigold Fit Milk Whole,Foodland,3.69,402.34,0.00917124,Milk & Cream,"Yogurt, Greek, fruit, whole milk",93.3,106.0,7.33,1.479,1.6,12.3,0.0,100.0,0.0,113.0,37.0,0.0,46.0,0.0,12.0,10.0
Darigold Half & Half Creamer,Foodland,7.29,898.56,0.00811302,Milk & Cream,"Cream, half and half, fat free",84.2,59.0,2.6,0.436,0.841,9.0,0.0,96.0,0.0,206.0,100.0,0.7,12.0,0.0,5.0,5.0
Darigold Lactose Free 1% Milk,Foodland,8.99,1820.44,0.00493836,Milk & Cream,"Milk, lactose free, whole",100.0,61.0,3.27,0.7959999999999999,1.86,4.63,0.0,123.0,0.0,150.0,38.0,0.0,32.0,1.1,4.81,12.0
Darigold Low Fat Chocolate Milk,Foodland,3.19,393.2,0.00811302,Milk & Cream,"Baking chocolate, MARS SNACKFOOD US, M&M's Milk Chocolate Mini Baking Bits",100.0,502.0,4.78,0.0,14.684,68.4,2.7,116.0,1.23,,68.0,0.6,,,62.5,15.0
"Darigold Milk, 2% Reduced Fat",Foodland,3.19,393.2,0.00811302,Milk & Cream,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",100.0,50.0,3.36,0.458,1.1800000000000002,4.9,,126.0,0.0,159.0,39.0,,83.0,1.13,,8.0
Darigold Old Fashioned Chocolate Milk,Foodland,7.99,1617.95,0.00493836,Milk & Cream,Old fashioned,100.0,164.0,0.16,0.013,0.004,6.11,0.5,10.0,0.06,32.0,4.0,8.6,2.0,0.0,5.57,0.0
Darigold One Low Fat Milk,Foodland,5.89,927.66,0.00634932,Milk & Cream,"Candies, TOBLERONE, milk chocolate with honey and almond nougat",100.0,489.0,5.71,6.970000000000001,17.1,61.2,2.5,126.0,1.6,260.0,54.0,0.0,37.0,0.0,55.7,14.0
Darigold Organic 2% Milk,Foodland,9.39,1663.76,0.00564384,Milk & Cream,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",100.0,50.0,3.36,0.458,1.1800000000000002,4.9,,126.0,0.0,159.0,39.0,,83.0,1.13,,8.0
Darigold Organic Whole Milk,Foodland,9.39,1663.76,0.00564384,Milk & Cream,"Almond milk, unsweetened, plain, refrigerated",100.0,,0.656,0.0,0.0,0.671,0.0,158.0,0.125,49.3,59.2,,,1.59,,
Darigold Vanilla Protein Shake,Foodland,4.69,402.91,0.01164042,Milk & Cream,"BURGER KING, Vanilla Shake",78.3,168.0,3.19,2.9040000000000004,5.636,19.0,0.0,104.0,0.42,153.0,100.0,0.0,,,11.7,31.0
Darigold Whip Sweetened Dairy Whipped Topping,Foodland,8.99,398.22,0.02257535,Milk & Cream,"Whipped topping, frozen, low fat",100.0,224.0,3.0,1.107,11.3,23.6,0.0,71.0,0.1,101.0,72.0,0.0,4.0,0.0,23.6,2.0
Darigold Zero Fat Free Milk,Foodland,5.89,927.66,0.00634932,Milk & Cream,"Soup, cream of chicken, canned, prepared with equal volume milk",80.0,77.0,3.01,2.46,1.87,6.04,0.1,73.0,0.27,110.0,362.0,0.5,,,,11.0
Elmhurst Almond Barista,Foodland,9.49,896.79,0.0105822,Milk & Cream,"Candies, MARS SNACKFOOD US, SNICKERS Almond bar",75.7,472.0,5.4,0.0,8.74,64.7,2.6,132.0,0.85,,156.0,0.7,,,53.9,13.0
"Elmhurst Milked Almonds, Unsweetened",Foodland,9.49,896.79,0.0105822,Milk & Cream,"Almond milk, unsweetened",85.7,15.0,0.55,1.005,0.104,0.34,0.0,173.0,0.29,31.0,60.0,0.0,41.0,0.9,0.0,0.0
Elmhurst Pistachio Barista,Foodland,9.49,896.79,0.0105822,Milk & Cream,"Nuts, pistachio nuts, raw",78.3,,20.5,0.0,0.0,27.7,6.97,117.0,3.46,947.0,0.0,,,,,
Fairlife 2% Chocolate Milk,Foodland,7.99,1510.08,0.0052911,Milk & Cream,"Chocolate milk, whole",100.0,83.0,3.17,1.114,2.1,10.3,0.8,112.0,0.24,167.0,60.0,0.9,27.0,1.3,9.54,12.0
Fairlife 2% Lactose Free Reduced Fat Milk,Foodland,7.99,1510.08,0.0052911,Milk & Cream,"Milk, lactose free, whole",100.0,61.0,3.27,0.7959999999999999,1.86,4.63,0.0,123.0,0.0,150.0,38.0,0.0,32.0,1.1,4.81,12.0
Fairlife Whole Milk,Foodland,7.99,1510.08,0.0052911,Milk & Cream,"Coffee, Cafe Mocha, decaffeinated, with non-dairy milk",72.7,50.0,0.88,0.993,0.134,8.8,0.1,116.0,0.26,68.0,54.0,0.0,27.0,0.8,7.12,0.0
Horizon Organic Half & Half,Foodland,5.49,457.76,0.01199316,Milk & Cream,"Beef, brisket, flat half, boneless separable lean only, trimmed to 0"" fat, all grades, raw",80.0,132.0,21.5,2.983,2.0420000000000003,0.0,0.0,13.0,2.06,362.0,83.0,0.0,2.0,0.1,0.0,67.0
Horizon Organic Lactose-Free Whole Milk,Foodland,8.49,1851.44,0.00458562,Milk & Cream,"Milk, lactose free, fat free (skim)",100.0,34.0,3.43,0.023,0.049,4.92,0.0,132.0,0.0,167.0,41.0,0.0,64.0,1.1,5.05,3.0
Horizon Organic Low-fat Chocolate Milk (Pack of 6),Foodland,16.29,1358.27,0.01199316,Milk & Cream,"Chocolate milk, whole",100.0,83.0,3.17,1.114,2.1,10.3,0.8,112.0,0.24,167.0,60.0,0.9,27.0,1.3,9.54,12.0
"Horizon Organic Low-fat Milk, Plain (Pack of 6)",Foodland,16.29,1358.27,0.01199316,Milk & Cream,"Yogurt, low fat milk, plain",76.5,63.0,5.25,0.47,1.0,7.04,0.0,183.0,0.08,234.0,70.0,0.8,14.0,1.2,7.04,6.0
"Horizon Organic Milk, 1% Low-fat",Foodland,8.49,1851.44,0.00458562,Milk & Cream,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",84.6,43.0,3.38,0.242,0.604,5.18,,126.0,0.0,159.0,39.0,,58.0,1.06,,5.0
"Horizon Organic Milk, 2%",Foodland,8.49,1851.44,0.00458562,Milk & Cream,"Milk, reduced fat, fluid, 2% milkfat, with added vitamin A and vitamin D",100.0,50.0,3.36,0.458,1.1800000000000002,4.9,,126.0,0.0,159.0,39.0,,83.0,1.13,,8.0
"Horizon Organic Milk, 2% Low-fat",Foodland,8.49,1851.44,0.00458562,Milk & Cream,"Milk, evaporated, 2% fat, with added vitamin A and vitamin D",84.6,107.0,6.67,0.696,1.2,15.7,0.0,267.0,0.19,303.0,100.0,16.0,56.0,4.0,6.67,0.0
"Horizon Organic Milk, DHA, 2%",Foodland,8.49,1851.44,0.00458562,Milk & Cream,"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added DHA fortified",84.2,98.0,3.4,1.283,1.84,13.2,0.3,107.0,0.15,149.0,41.0,1.4,24.0,0.1,11.5,14.0
"Horizon Organic Milk, Vitamin D",Foodland,8.49,1851.44,0.00458562,Milk & Cream,"Milk, lowfat, fluid, 1% milkfat, with added vitamin A and vitamin D",100.0,43.0,3.38,0.242,0.604,5.18,,126.0,0.0,159.0,39.0,,58.0,1.06,,5.0
Horizon Organic Whipping Cream,Foodland,8.49,454.13,0.01869522,Milk & Cream,"Cream, fluid, heavy whipping",100.0,340.0,2.84,10.67,24.24,2.84,0.0,66.0,0.1,95.0,27.0,0.6,411.0,1.6,2.92,113.0
"Horizon Organic Whole Milk, DHA",Foodland,8.49,1851.44,0.00458562,Milk & Cream,"Babyfood, yogurt, whole milk, with fruit, multigrain cereal and added DHA fortified",100.0,98.0,3.4,1.283,1.84,13.2,0.3,107.0,0.15,149.0,41.0,1.4,24.0,0.1,11.5,14.0
International Delight French Vanilla Coffee Creamer,Foodland,6.69,903.13,0.00740754,Milk & Cream,SILK French Vanilla Creamer,89.8,133.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,,67.0,0.0,,,20.0,0.0
International Delight Hazelnut Coffee Creamer,Foodland,6.69,903.13,0.00740754,Milk & Cream,"Coffee creamer, NFS",87.5,136.0,1.0,7.577,1.94,11.4,0.0,9.0,0.03,191.0,67.0,0.0,1.0,0.0,11.4,0.0
"International Delight Iced Coffee, Mocha",Foodland,8.49,1851.44,0.00458562,Milk & Cream,"Coffee, Iced Cafe Mocha",87.2,50.0,1.58,0.227,0.531,8.95,0.0,60.0,0.02,104.0,35.0,0.1,39.0,0.5,7.99,4.0
Kikkoman Soymilk Original,Foodland,4.79,969.96,0.00493836,Milk & Cream,"Soymilk, original and vanilla, light, unsweetened, with added calcium, vitamins A and D",78.0,34.0,2.62,0.8210000000000001,0.078,3.85,0.6,123.0,0.46,117.0,63.0,0.0,,1.0,0.41,0.0
Kikkoman Soymilk Unsweetened,Foodland,4.79,969.96,0.00493836,Milk & Cream,"Soy milk, unsweetened",97.4,38.0,3.55,1.5659999999999998,0.314,1.29,0.0,101.0,0.54,158.0,34.0,0.0,58.0,0.7,0.56,0.0
Lactaid 100% Lactose Free 2% Reduced Fat Milk,Foodland,7.99,1887.6,0.00423288,Milk & Cream,"Milk, lactose free, whole",100.0,61.0,3.27,0.7959999999999999,1.86,4.63,0.0,123.0,0.0,150.0,38.0,0.0,32.0,1.1,4.81,12.0
"Lactaid Lactose Free Calcium Enriched Milk, Fat Free",Foodland,7.99,1887.6,0.00423288,Milk & Cream,"Milk, lactose free, whole",100.0,61.0,3.27,0.7959999999999999,1.86,4.63,0.0,123.0,0.0,150.0,38.0,0.0,32.0,1.1,4.81,12.0
Lactaid Lactose Free Whole Milk,Foodland,7.99,1887.6,0.00423288,Milk & Cream,"Milk, lactose free, whole",100.0,61.0,3.27,0.7959999999999999,1.86,4.63,0.0,123.0,0.0,150.0,38.0,0.0,32.0,1.1,4.81,12.0
"Laird Superfood Creamer, Original",Foodland,11.49,226.21,0.05079455,Milk & Cream,SILK Original Creamer,86.5,100.0,0.0,0.0,0.0,6.67,0.0,0.0,0.0,,67.0,0.0,,,0.0,0.0
Meyenberg Goat Milk,Foodland,17.39,1825.92,0.00952398,Milk & Cream,Goat milk,100.0,69.0,3.56,1.259,2.67,4.45,0.0,134.0,0.05,204.0,50.0,1.3,57.0,1.3,4.45,11.0
"Milkadamia Macadamia Milk, Original",Foodland,6.99,900.74,0.00776028,Milk & Cream,"Nuts, macadamia nuts, raw",78.3,,7.79,0.0,0.0,24.1,7.56,52.7,1.88,373.0,0.0,,,,,
"Milkadamia Macadamia Milk, Unsweetened",Foodland,6.99,900.74,0.00776028,Milk & Cream,"Soy milk, unsweetened",91.9,38.0,3.55,1.5659999999999998,0.314,1.29,0.0,101.0,0.54,158.0,34.0,0.0,58.0,0.7,0.56,0.0
"Milkadamia Vanilla Macadamia Milk, Unsweetened",Foodland,6.99,900.74,0.00776028,Milk & Cream,"Soy milk, unsweetened",91.9,38.0,3.55,1.5659999999999998,0.314,1.29,0.0,101.0,0.54,158.0,34.0,0.0,58.0,0.7,0.56,0.0
Hawaii's Best Butter Mochi Mix,Foodland,8.99,424.77,0.02116439,Pudding & Gelatin,"Butter, NFS",75.0,743.0,0.85,19.42,45.6,0.06,0.0,21.0,0.06,23.0,524.0,0.0,758.0,0.4,0.58,235.0
Hawaii's Best Custard Butter Mochi Mix,Foodland,8.99,424.77,0.02116439,Pudding & Gelatin,"Butter, NFS",75.0,743.0,0.85,19.42,45.6,0.06,0.0,21.0,0.06,23.0,524.0,0.0,758.0,0.4,0.58,235.0
Hawaii's Best Hawaiian Butter Mochi Brownie Mix,Foodland,8.99,455.11,0.01975343,Pudding & Gelatin,"Butter, NFS",75.0,743.0,0.85,19.42,45.6,0.06,0.0,21.0,0.06,23.0,524.0,0.0,758.0,0.4,0.58,235.0
Hawaiian Haupia Pudding,Foodland,3.29,141.32,0.02328083,Pudding & Gelatin,Haupia,100.0,274.0,1.98,1.094,18.1,23.5,2.0,14.0,1.44,226.0,83.0,2.4,0.0,0.0,14.7,0.0
"Hershey's Topping, Hot Fudge",Foodland,4.69,359.35,0.01305138,Pudding & Gelatin,"Ice cream sundae, hot fudge topping",77.3,243.0,3.7,3.722,6.51,31.9,1.1,108.0,0.36,215.0,137.0,0.5,97.0,0.2,23.9,36.0
Jell-O Chocolate Instant Pudding Mix,Foodland,2.19,110.87,0.01975343,Pudding & Gelatin,"Pudding, chocolate, ready-to-eat",100.0,142.0,2.09,2.835,1.26,23.0,0.0,51.0,1.27,184.0,152.0,0.3,14.0,0.0,17.2,1.0
Jell-O Coconut Caramel Ready-to-Eat Pudding Snack Cups (2-pack),Foodland,3.99,198.45,0.02010617,Pudding & Gelatin,"Coconut, fresh",100.0,354.0,3.33,1.786,29.7,15.2,9.0,14.0,2.43,356.0,20.0,3.3,0.0,0.0,6.23,0.0
"Jell-O Instant Pudding, Vanilla",Foodland,2.19,97.01,0.02257535,Pudding & Gelatin,"Puddings, vanilla, ready-to-eat",96.8,130.0,1.45,2.377,1.02,22.6,0.0,49.0,0.09,65.0,172.0,0.2,2.0,0.0,17.0,1.0
Jell-O Lime Instant Gelatin Mix,Foodland,2.19,85.05,0.02575001,Pudding & Gelatin,"Lime, raw",100.0,30.0,0.7,0.074,0.022,10.5,2.8,33.0,0.6,102.0,2.0,29.1,2.0,0.0,1.69,0.0
"Jell-O Original Gelatin Snacks, Strawberry (Pack of 4)",Foodland,3.99,377.05,0.0105822,Pudding & Gelatin,"Pie, strawberry",83.3,289.0,2.88,6.930000000000001,3.72,44.2,2.2,15.0,1.37,89.0,189.0,15.8,0.0,0.0,22.6,0.0
Jell-O Strawberry Instant Gelatin Mix,Foodland,2.19,85.05,0.02575001,Pudding & Gelatin,"Pie, strawberry",83.3,289.0,2.88,6.930000000000001,3.72,44.2,2.2,15.0,1.37,89.0,189.0,15.8,0.0,0.0,22.6,0.0
Jell-O Sugar Free Chocolate Vanilla Swirl Pudding (Pack of 4),Foodland,3.99,403.98,0.00987672,Pudding & Gelatin,"Pudding, chocolate, ready-to-eat, sugar free",100.0,76.0,3.48,0.587,1.23,10.5,0.5,125.0,0.24,242.0,254.0,0.1,53.0,1.0,4.56,8.0
"Jell-O Sugar Free Gelatin, Orange  (4 Count)",Foodland,3.99,400.0,0.009975,Pudding & Gelatin,"Gelatin dessert, sugar free",81.8,20.0,0.83,0.0,0.0,4.22,0.0,3.0,0.01,1.0,48.0,0.0,0.0,0.0,0.0,0.0
Jell-O Sugar Free Lemon-Lime Gelatin Snacks (Pack of 4),Foodland,3.99,353.48,0.01128768,Pudding & Gelatin,"Gelatin dessert, sugar free",81.8,20.0,0.83,0.0,0.0,4.22,0.0,3.0,0.01,1.0,48.0,0.0,0.0,0.0,0.0,0.0
Jet Puffed Marshmallows,Foodland,2.99,339.06,0.0088185,Pudding & Gelatin,"Candy, marshmallow",83.9,318.0,1.8,0.127,0.056,81.3,0.1,3.0,0.23,5.0,80.0,0.0,0.0,0.0,57.6,0.0
Jet Puffed Mini Marshmallows,Foodland,2.99,282.55,0.0105822,Pudding & Gelatin,"Candies, marshmallows",85.7,318.0,1.8,0.127,0.056,81.3,0.1,3.0,0.23,5.0,80.0,0.0,0.0,0.0,57.6,0.0
Jet-Puffed Marshmallow Crème,Foodland,2.99,197.13,0.01516782,Pudding & Gelatin,"Candy, marshmallow",78.6,318.0,1.8,0.127,0.056,81.3,0.1,3.0,0.23,5.0,80.0,0.0,0.0,0.0,57.6,0.0
Maika`i Dulce De Leche Syrup,Foodland,4.59,342.43,0.01340412,Pudding & Gelatin,Dulce de Leche,100.0,315.0,6.84,2.515,4.894,55.4,0.0,251.0,0.17,350.0,129.0,2.6,74.0,0.2,49.7,29.0
"Pudding, Chocolate Panna Cotta",Foodland,3.49,113.72,0.03068837,Pudding & Gelatin,"Pudding, chocolate, ready-to-eat",100.0,142.0,2.09,2.835,1.26,23.0,0.0,51.0,1.27,184.0,152.0,0.3,14.0,0.0,17.2,1.0
"Pudding, Lilikoi Panna Cotta",Foodland,3.99,113.11,0.03527399,Pudding & Gelatin,"Pudding, bread",76.2,156.0,5.6,2.66,1.7,23.5,1.0,134.0,0.97,211.0,206.0,0.2,77.0,1.1,15.1,61.0
"Pudding, Vanilla Lemon Panna Cotta",Foodland,3.49,113.72,0.03068837,Pudding & Gelatin,"Puddings, vanilla, ready-to-eat",96.8,130.0,1.45,2.377,1.02,22.6,0.0,49.0,0.09,65.0,172.0,0.2,2.0,0.0,17.0,1.0
"Reese Tapioca, Small Pearl",Foodland,6.59,227.83,0.02892467,Pudding & Gelatin,"Tapioca, pearl, dry",86.7,358.0,0.19,0.008,0.005,88.7,0.9,20.0,1.58,11.0,1.0,0.0,0.0,0.0,3.35,0.0
"Reese's Shell Topping, Chocolate & Peanut Butter",Foodland,4.99,205.02,0.02433905,Pudding & Gelatin,Peanut butter,100.0,598.0,22.2,38.4,10.3,22.3,5.0,49.0,1.74,558.0,426.0,0.0,0.0,0.0,10.5,0.0
"Smucker's Magic Shell Topping, Chocolate",Foodland,4.69,204.55,0.02292809,Pudding & Gelatin,"Topping, chocolate",100.0,350.0,4.6,4.138,3.98,62.9,2.8,49.0,1.3,284.0,346.0,0.2,1.0,0.0,34.8,1.0
"Smucker's Magic Shell Topping, Chocolate Fudge",Foodland,4.69,204.55,0.02292809,Pudding & Gelatin,"Topping, chocolate",100.0,350.0,4.6,4.138,3.98,62.9,2.8,49.0,1.3,284.0,346.0,0.2,1.0,0.0,34.8,1.0
"Smucker's Sundae Syrups, Chocolate",Foodland,4.99,565.86,0.0088185,Pudding & Gelatin,"Syrup, NESTLE, chocolate",84.2,269.0,0.0,0.0,0.0,67.2,0.0,0.0,0.0,122.0,150.0,0.0,0.0,0.0,60.0,0.0
Smucker's Toppings Hot Fudge,Foodland,4.69,332.4,0.0141096,Pudding & Gelatin,"Topping, SMUCKER'S MAGIC SHELL",73.7,609.0,2.94,21.26,20.617,50.1,2.9,0.0,0.0,73.0,29.0,0.0,6.0,0.0,47.1,2.0
Daisy Light Sour Cream,Foodland,2.49,227.71,0.01093494,Sour Cream,"Sour cream, light",100.0,136.0,3.5,3.5,6.6,7.1,0.0,141.0,0.07,212.0,83.0,0.9,90.0,0.2,0.22,35.0
Daisy Pure & Natural Sour Cream,Foodland,2.49,227.71,0.01093494,Sour Cream,"Sour cream, fat free",100.0,74.0,3.1,0.0,0.0,15.6,0.0,125.0,0.0,129.0,141.0,0.0,73.0,0.0,0.39,9.0
"Daisy Sour Cream, Pure & Natural",Foodland,3.99,403.98,0.00987672,Sour Cream,"Sour cream, fat free",100.0,74.0,3.1,0.0,0.0,15.6,0.0,125.0,0.0,129.0,141.0,0.0,73.0,0.0,0.39,9.0
Darigold All Natural Sour Cream,Foodland,5.19,459.79,0.01128768,Sour Cream,"Cream, sour, cultured",100.0,198.0,2.44,5.39,10.896,4.63,0.0,101.0,0.07,125.0,31.0,0.9,124.0,0.0,3.41,59.0
Green Valley Organics Sour Cream,Foodland,6.29,342.92,0.01834248,Sour Cream,"Sour cream, fat free",100.0,74.0,3.1,0.0,0.0,15.6,0.0,125.0,0.0,129.0,141.0,0.0,73.0,0.0,0.39,9.0
Kalona SuperNatural Organic Sour Cream,Foodland,6.99,450.37,0.01552056,Sour Cream,"Sour cream, fat free",100.0,74.0,3.1,0.0,0.0,15.6,0.0,125.0,0.0,129.0,141.0,0.0,73.0,0.0,0.39,9.0
Organic Valley Sour Cream,Foodland,6.99,450.37,0.01552056,Sour Cream,"Sour cream, fat free",100.0,74.0,3.1,0.0,0.0,15.6,0.0,125.0,0.0,129.0,141.0,0.0,73.0,0.0,0.39,9.0
"Tofutti Better Than Sour Cream, Milk Free",Foodland,5.99,339.63,0.017637,Sour Cream,"Sour cream, fat free",100.0,74.0,3.1,0.0,0.0,15.6,0.0,125.0,0.0,129.0,141.0,0.0,73.0,0.0,0.39,9.0
"Activia Probiotic Yogurt, Strawberry & Blueberry",Foodland,11.49,1357.23,0.00846576,Yogurt,"Yogurt, soy",80.0,90.0,4.83,1.997,0.386,12.3,0.9,89.0,1.08,189.0,30.0,1.5,42.0,1.2,8.04,0.0
"Activia Strawberry & Peach, Variety Pack",Foodland,11.49,1357.23,0.00846576,Yogurt,"Pie, strawberry",85.7,289.0,2.88,6.930000000000001,3.72,44.2,2.2,15.0,1.37,89.0,189.0,15.8,0.0,0.0,22.6,0.0
"Brown Cow Cream Top Whole Milk Yogurt, Maple",Foodland,6.29,891.59,0.0070548,Yogurt,"Yogurt, low fat milk, fruit",78.6,93.0,4.57,0.41,0.861,15.7,0.2,160.0,0.14,212.0,65.0,1.9,12.0,1.2,12.8,5.0
"Brown Cow Cream Top Whole Milk Yogurt, Plain",Foodland,1.29,152.38,0.00846576,Yogurt,"Yogurt, plain, whole milk",100.0,,3.82,0.874,2.32,5.57,,127.0,0.0,164.0,41.8,,,0.778,,14.2
"Brown Cow Cream Top Whole Milk Yogurt, Raspberry on Bottom",Foodland,1.29,152.38,0.00846576,Yogurt,"Yogurt, plain, whole milk",78.6,,3.82,0.874,2.32,5.57,,127.0,0.0,164.0,41.8,,,0.778,,14.2
"Brown Cow Cream Top Whole Milk Yogurt, Vanilla",Foodland,1.29,152.38,0.00846576,Yogurt,"Frozen yogurt, vanilla",100.0,127.0,3.0,1.086,2.33,21.6,0.0,100.0,0.46,156.0,63.0,0.7,49.0,0.1,19.9,13.0
"Brown Cow Whole Milk Yogurt, Plain",Foodland,6.29,891.59,0.0070548,Yogurt,"Yogurt, plain, whole milk",100.0,,3.82,0.874,2.32,5.57,,127.0,0.0,164.0,41.8,,,0.778,,14.2
"Brown Cow Whole Milk Yogurt, Vanilla",Foodland,6.29,891.59,0.0070548,Yogurt,"Frozen yogurt, vanilla",100.0,127.0,3.0,1.086,2.33,21.6,0.0,100.0,0.46,156.0,63.0,0.7,49.0,0.1,19.9,13.0
"Brown Cow Yogurt, Blueberry",Foodland,1.29,152.38,0.00846576,Yogurt,SILK Blueberry soy yogurt,78.0,88.0,2.35,0.0,0.0,17.1,0.6,176.0,0.64,,15.0,17.6,,,12.4,0.0
"Brown Cow Yogurt, Cherry Vanilla",Foodland,1.29,152.38,0.00846576,Yogurt,"Frozen yogurt, vanilla",100.0,127.0,3.0,1.086,2.33,21.6,0.0,100.0,0.46,156.0,63.0,0.7,49.0,0.1,19.9,13.0
"Brown Cow Yogurt, Strawberry",Foodland,1.29,152.38,0.00846576,Yogurt,"Yogurt, soy",80.0,90.0,4.83,1.997,0.386,12.3,0.9,89.0,1.08,189.0,30.0,1.5,42.0,1.2,8.04,0.0
